date,visits,donations,average_donation_value,region
2023-12-14,655,70,198.33,South America
2023-05-01,225,139,146.39,North America
2023-04-30,749,433,171.75,Australia
2023-04-05,344,237,111.42,North America
2023-01-14,380,243,93.46,Asia
2023-04-08,904,461,109.06,North America
2023-12-25,995,115,190.01,Asia
2023-07-07,617,334,54.13,Africa
2023-08-25,303,251,34.23,Australia
2023-11-10,265,193,156.71,North America
2023-01-08,289,185,141.11,Asia
2023-02-16,257,224,26.58,Africa
2023-07-27,424,104,199.72,North America
2023-06-13,870,618,118.95,Africa
2023-02-09,914,259,108.5,South America
2023-02-20,580,240,68.21,Australia
2023-06-29,1000,692,107.38,Asia
2023-07-17,688,398,168.22,Asia
2023-01-20,729,573,30.1,Africa
2023-04-08,443,273,183.63,South America
2023-05-02,986,140,16.08,South America
2023-02-16,895,428,17.95,Africa
2023-02-07,30,28,17.9,Australia
2023-09-09,182,3,8.39,North America
2023-12-30,898,236,45.9,South America
2023-04-15,502,354,42.66,Europe
2023-11-23,410,62,92.32,Australia
2023-05-26,236,136,128.63,North America
2023-03-10,146,92,42.51,North America
2023-02-05,140,76,56.78,South America
2023-11-10,955,35,131.13,Australia
2023-09-04,840,149,194.0,Africa
2023-07-14,145,91,198.92,Africa
2023-07-25,351,32,83.64,Asia
2023-12-18,601,169,14.97,South America
2023-04-19,680,208,44.23,Asia
2023-08-06,484,3,10.03,Africa
2023-12-16,237,160,160.61,Asia
2023-06-23,742,656,113.84,North America
2023-07-11,579,215,14.82,Europe
2023-05-13,372,197,178.48,Australia
2023-05-23,541,379,36.44,Africa
2023-05-20,27,16,123.47,Asia
2023-12-05,365,277,92.24,Africa
2023-07-13,408,137,22.64,Africa
2023-02-15,253,137,128.96,Europe
2023-10-04,216,54,66.66,Australia
2023-07-16,282,181,142.85,Australia
2023-09-18,941,173,102.46,Europe
2023-05-22,513,397,94.75,South America
2023-02-28,410,246,28.26,South America
2023-06-19,919,227,78.45,South America
2023-06-29,902,488,6.78,Europe
2023-06-28,439,119,82.61,South America
2023-05-31,785,758,131.61,North America
2023-03-29,759,218,17.74,North America
2023-07-10,482,160,117.0,Africa
2023-04-05,112,91,166.91,South America
2023-06-01,382,228,98.63,Africa
2023-10-17,816,151,100.97,Europe
2023-08-03,561,481,85.18,North America
2023-07-30,682,156,20.3,Europe
2023-07-30,841,688,136.69,Africa
2023-05-02,293,106,23.72,Europe
2023-01-25,933,746,141.28,Asia
2023-10-25,823,610,150.3,Asia
2023-12-27,764,381,92.33,Asia
2023-12-24,985,677,52.13,Africa
2023-07-29,789,86,106.13,South America
2023-04-23,722,202,166.2,Asia
2023-06-21,984,142,188.34,South America
2023-09-27,575,253,56.31,South America
2023-01-16,971,145,59.67,Africa
2023-12-22,959,648,17.97,Europe
2023-08-31,450,221,94.96,North America
2023-01-04,806,473,199.63,South America
2023-03-16,727,343,91.17,South America
2023-06-07,358,258,140.62,Africa
2023-01-18,607,277,127.36,Europe
2023-01-26,905,525,127.31,Australia
2023-08-12,762,731,137.06,Africa
2023-12-19,453,89,46.61,Australia
2023-03-29,636,434,22.98,Africa
2023-12-12,843,498,13.94,Europe
2023-07-03,973,659,131.38,Asia
2023-05-25,926,82,121.44,Asia
2023-01-05,34,33,66.91,Asia
2023-07-26,112,45,123.23,Australia
2023-01-02,476,451,58.74,South America
2023-10-23,96,36,188.13,Asia
2023-06-15,231,230,160.02,Australia
2023-01-06,443,387,177.3,South America
2023-05-06,332,293,41.04,Asia
2023-11-24,487,93,189.85,South America
2023-01-03,32,15,37.82,Africa
2023-03-19,967,658,28.0,Australia
2023-11-21,508,128,9.44,Asia
2023-05-19,243,19,124.38,South America
2023-07-27,401,82,5.36,Asia
2023-10-11,553,478,21.64,Asia
2023-11-01,602,1,136.52,Africa
2023-08-30,643,585,135.64,Asia
2023-03-06,983,895,136.33,Asia
2023-05-07,429,32,181.14,Africa
2023-04-25,127,9,148.53,Asia
2023-08-31,272,208,176.63,South America
2023-07-01,435,358,73.79,Australia
2023-05-25,838,690,58.81,Asia
2023-09-08,702,131,23.49,Africa
2023-05-13,60,40,51.07,Australia
2023-02-06,183,0,0.0,Australia
2023-05-20,979,200,64.44,Africa
2023-08-07,695,50,67.86,Africa
2023-01-08,861,122,40.67,Europe
2023-05-10,971,544,13.02,Australia
2023-12-18,696,655,106.9,Australia
2023-09-17,47,15,26.36,Africa
2023-06-24,936,383,8.03,North America
2023-10-18,906,853,70.89,South America
2023-11-18,281,136,17.16,Australia
2023-03-05,467,283,111.72,South America
2023-07-01,574,197,126.14,Australia
2023-07-27,650,540,169.45,Australia
2023-10-15,199,162,113.54,Australia
2023-10-10,28,13,52.73,Europe
2023-05-14,759,213,43.58,North America
2023-04-10,630,540,163.38,South America
2023-03-14,35,15,143.31,Australia
2023-05-30,82,61,13.0,South America
2023-12-30,960,685,112.51,North America
2023-02-19,258,208,14.11,Europe
2023-11-02,748,645,129.31,Europe
2023-05-26,768,326,34.93,Europe
2023-01-10,521,162,142.53,North America
2023-01-02,62,16,188.43,North America
2023-04-27,411,208,147.38,South America
2023-11-13,25,17,139.64,Africa
2023-11-20,457,19,189.36,Africa
2023-11-29,208,74,55.26,North America
2023-07-04,749,510,105.7,South America
2023-12-23,797,244,112.29,North America
2023-06-27,952,907,80.09,Africa
2023-10-24,356,164,68.41,Europe
2023-07-21,210,29,137.78,Asia
2023-10-31,51,2,113.92,Africa
2023-11-18,79,24,103.79,South America
2023-02-08,147,132,21.17,Asia
2023-11-21,959,74,63.29,Africa
2023-10-09,704,201,196.41,Asia
2023-06-20,762,221,146.38,Australia
2023-05-18,109,49,193.09,North America
2023-12-24,600,290,169.47,North America
2023-11-09,812,216,67.4,Australia
2023-03-25,448,30,48.26,Asia
2023-09-25,664,150,60.29,Australia
2023-01-27,910,848,53.01,Australia
2023-12-11,311,127,69.71,Asia
2023-02-11,518,189,148.7,Africa
2023-11-13,863,355,49.95,North America
2023-08-16,255,105,85.93,Africa
2023-01-05,959,236,169.46,Europe
2023-04-08,909,635,167.76,Europe
2023-01-20,770,394,143.92,North America
2023-12-09,159,114,154.44,South America
2023-04-29,224,149,127.0,North America
2023-11-29,667,392,139.17,Europe
2023-12-20,147,116,106.02,Europe
2023-10-01,997,681,107.95,Africa
2023-01-16,452,373,189.23,Africa
2023-10-06,417,95,59.38,North America
2023-02-08,297,118,19.67,Africa
2023-10-04,597,98,94.0,Asia
2023-05-08,344,24,121.03,South America
2023-03-30,812,750,116.24,Africa
2023-02-07,362,183,134.89,South America
2023-06-09,635,218,113.6,Australia
2023-01-25,282,8,176.38,South America
2023-12-12,201,115,52.96,Asia
2023-04-18,396,28,63.23,South America
2023-01-23,956,443,185.8,Australia
2023-07-09,437,164,95.47,Europe
2023-04-14,148,46,135.85,Africa
2023-12-26,549,425,152.79,Europe
2023-02-26,383,127,144.78,Africa
2023-11-07,278,178,178.87,North America
2023-01-31,101,77,165.84,Europe
2023-02-07,339,100,162.42,Asia
2023-01-12,336,103,180.79,Asia
2023-11-25,587,496,105.21,Africa
2023-08-25,122,8,51.14,Europe
2023-02-28,743,701,106.64,North America
2023-03-18,103,1,7.16,Europe
2023-08-27,629,450,61.95,Europe
2023-09-13,584,326,186.19,North America
2023-02-06,291,242,14.65,Asia
2023-11-14,820,33,65.62,Asia
2023-03-10,551,313,168.78,Asia
2023-07-04,106,106,131.11,North America
2023-08-09,238,158,109.62,South America
2023-12-07,100,96,82.21,Africa
2023-01-21,822,470,188.89,Europe
2023-09-11,444,316,66.19,North America
2023-01-27,256,126,65.2,Asia
2023-01-13,964,336,192.3,North America
2023-10-31,524,218,171.32,Africa
2023-11-19,354,298,185.46,Europe
2023-09-13,875,160,181.15,Asia
2023-02-22,627,74,183.56,Africa
2023-12-11,382,211,110.47,Africa
2023-08-08,126,36,49.37,North America
2023-10-20,604,207,106.9,Asia
2023-03-22,718,200,38.37,Asia
2023-06-29,952,298,97.17,Asia
2023-02-01,374,142,90.51,Asia
2023-09-23,879,390,40.88,Europe
2023-11-14,705,498,138.05,South America
2023-12-17,167,165,164.62,Europe
2023-06-20,24,8,156.4,Europe
2023-06-03,401,32,177.13,Asia
2023-01-15,650,563,89.53,Australia
2023-11-13,734,496,161.36,Europe
2023-07-13,669,47,181.09,Europe
2023-05-07,112,85,47.69,South America
2023-08-06,112,37,59.96,Africa
2023-02-23,538,254,65.34,Asia
2023-04-25,556,411,86.51,Europe
2023-08-15,695,612,194.4,South America
2023-11-22,790,315,158.92,Africa
2023-01-07,683,204,73.44,Asia
2023-04-14,329,22,61.99,Africa
2023-11-17,633,19,7.5,Australia
2023-01-11,658,504,96.05,Australia
2023-12-25,931,758,134.09,Australia
2023-06-16,101,83,70.33,Africa
2023-10-13,549,338,23.64,Asia
2023-12-29,901,221,140.19,Africa
2023-11-02,331,286,111.28,Asia
2023-05-14,405,235,53.36,South America
2023-07-04,636,376,195.64,Africa
2023-09-13,40,12,28.21,North America
2023-02-02,765,645,45.31,Australia
2023-02-21,339,100,151.46,South America
2023-11-28,325,321,158.4,Asia
2023-07-13,953,315,42.83,South America
2023-01-12,454,278,7.44,Asia
2023-03-27,512,398,104.8,Asia
2023-07-02,193,148,93.38,Europe
2023-09-18,547,316,178.51,North America
2023-10-11,422,78,47.43,Africa
2023-02-17,154,86,46.61,South America
2023-02-27,590,178,138.45,South America
2023-02-19,978,567,181.03,South America
2023-06-18,554,380,39.43,Africa
2023-12-28,221,160,142.41,Australia
2023-11-04,415,304,195.28,North America
2023-12-30,563,256,31.56,North America
2023-02-17,236,56,119.33,Africa
2023-09-27,291,132,163.83,South America
2023-01-25,890,213,101.01,Asia
2023-08-06,510,327,13.3,South America
2023-06-09,49,9,168.43,North America
2023-10-10,614,426,158.84,South America
2023-08-03,317,263,187.49,South America
2023-11-28,755,483,10.93,North America
2023-03-12,608,121,16.45,Asia
2023-06-03,399,43,163.08,Asia
2023-03-31,533,283,27.49,Australia
2023-11-04,859,32,93.59,Africa
2023-06-30,211,170,190.45,Australia
2023-09-24,256,220,22.68,North America
2023-06-17,394,9,189.61,Africa
2023-07-14,307,12,180.53,Africa
2023-02-11,375,205,79.04,Australia
2023-02-08,502,3,199.53,Australia
2023-08-19,761,313,145.89,Asia
2023-10-02,608,422,106.05,Australia
2023-11-16,339,97,84.98,Asia
2023-09-08,820,817,156.9,South America
2023-02-27,776,415,139.93,South America
2023-07-18,68,28,66.43,Africa
2023-09-24,865,270,60.82,Africa
2023-10-23,222,181,133.42,Africa
2023-09-15,841,314,9.27,Africa
2023-03-27,575,54,184.23,Australia
2023-09-15,387,270,29.04,Europe
2023-12-17,493,262,31.67,Australia
2023-01-11,849,23,105.76,Africa
2023-02-15,526,359,188.05,South America
2023-05-10,916,20,60.89,Africa
2023-04-17,239,68,60.34,Australia
2023-09-08,699,11,98.74,North America
2023-08-03,281,109,94.85,Europe
2023-07-27,712,684,10.66,Africa
2023-08-14,418,403,162.99,North America
2023-04-30,689,212,30.27,Africa
2023-08-20,1000,628,56.86,Asia
2023-05-23,993,434,67.34,Asia
2023-12-26,231,121,154.63,Australia
2023-08-29,631,110,66.21,North America
2023-10-11,991,471,55.28,Asia
2023-06-10,563,338,69.12,Europe
2023-06-13,761,136,199.91,North America
2023-07-28,859,99,55.09,Asia
2023-05-25,35,7,112.94,South America
2023-11-12,272,139,31.83,Europe
2023-07-19,582,71,81.46,Asia
2023-05-03,404,85,71.22,Australia
2023-06-22,405,245,187.89,South America
2023-05-14,26,3,193.27,Australia
2023-02-27,874,408,109.93,Australia
2023-06-25,516,73,58.82,Australia
2023-04-17,107,39,161.64,North America
2023-03-29,397,21,68.59,Australia
2023-05-07,930,841,79.61,South America
2023-03-07,380,156,86.67,Asia
2023-05-26,116,20,32.98,South America
2023-02-16,595,288,14.84,Asia
2023-10-30,993,966,26.89,Asia
2023-03-02,476,447,85.72,North America
2023-01-11,37,35,197.7,North America
2023-08-27,610,463,197.55,Australia
2023-10-05,49,0,0.0,Asia
2023-09-18,645,493,31.67,South America
2023-12-17,454,89,100.42,Asia
2023-09-21,667,395,46.3,North America
2023-12-07,927,881,42.7,Australia
2023-12-10,619,521,96.6,North America
2023-07-26,577,248,55.08,South America
2023-07-12,221,27,55.04,Africa
2023-12-24,715,679,34.59,Europe
2023-01-28,173,51,12.63,Asia
2023-07-23,609,597,15.34,Europe
2023-05-24,454,102,179.45,Africa
2023-03-17,150,53,130.51,Africa
2023-05-26,423,277,79.21,Europe
2023-04-25,771,570,119.22,Asia
2023-11-03,507,259,71.57,South America
2023-02-22,383,63,126.64,Australia
2023-07-27,569,530,19.27,Europe
2023-08-10,871,748,56.3,Australia
2023-12-24,759,598,185.49,Africa
2023-10-11,515,166,179.63,South America
2023-06-03,539,98,64.36,Asia
2023-07-06,862,473,83.07,Africa
2023-01-13,88,17,167.41,South America
2023-01-09,740,376,194.65,South America
2023-10-21,18,2,167.1,Asia
2023-06-15,295,147,179.33,Europe
2023-10-05,451,259,74.79,North America
2023-04-09,315,208,131.88,North America
2023-03-27,276,79,191.12,South America
2023-04-05,620,332,128.01,Asia
2023-10-11,654,532,174.96,Africa
2023-05-29,493,412,95.25,Europe
2023-06-11,995,8,138.34,North America
2023-12-13,618,228,43.35,Asia
2023-03-15,251,8,161.98,Europe
2023-11-29,211,185,28.49,South America
2023-10-06,900,329,10.67,Europe
2023-10-29,885,83,128.22,South America
2023-06-19,76,55,104.75,Australia
2023-10-16,91,58,78.22,North America
2023-03-22,62,30,165.14,Europe
2023-08-23,114,88,138.25,North America
2023-10-10,48,24,137.56,Asia
2023-02-07,462,273,68.09,South America
2023-09-30,261,228,92.73,Europe
2023-05-29,565,442,89.42,Europe
2023-03-17,589,287,59.18,South America
2023-09-07,531,322,178.65,Europe
2023-12-09,772,346,185.62,Africa
2023-10-08,777,135,10.24,Europe
2023-01-21,702,357,185.78,Europe
2023-01-27,318,253,162.28,Africa
2023-03-27,114,94,173.56,Asia
2023-01-26,824,573,147.13,Asia
2023-01-03,777,596,10.23,South America
2023-10-28,698,502,23.98,Australia
2023-11-27,375,328,72.07,Europe
2023-10-27,578,295,42.44,North America
2023-09-14,397,82,162.04,Asia
2023-01-13,572,489,73.12,Europe
2023-07-06,44,11,72.06,Australia
2023-07-23,778,744,67.34,South America
2023-05-21,196,79,197.62,North America
2023-08-03,832,146,68.01,Asia
2023-02-26,288,217,140.47,Europe
2023-02-06,819,47,33.22,Australia
2023-11-02,407,405,178.11,Africa
2023-05-08,693,132,123.43,Australia
2023-08-26,974,435,182.43,Europe
2023-06-13,390,341,186.75,Australia
2023-10-16,701,379,73.11,North America
2023-02-27,226,211,136.48,Europe
2023-01-15,161,129,181.16,Europe
2023-10-07,410,398,174.66,North America
2023-09-09,465,123,45.52,North America
2023-05-03,494,98,36.6,Africa
2023-09-07,691,168,137.01,Australia
2023-04-12,199,164,146.2,Africa
2023-09-24,196,60,140.82,Europe
2023-08-01,589,197,16.16,South America
2023-11-27,816,266,80.38,South America
2023-10-20,343,217,152.9,Africa
2023-07-27,865,13,59.59,Australia
2023-10-13,800,361,136.35,Asia
2023-05-22,973,75,52.36,Australia
2023-05-14,547,14,111.52,Europe
2023-11-14,994,56,52.44,South America
2023-01-29,975,479,13.7,South America
2023-04-13,831,241,56.02,South America
2023-05-20,886,614,160.75,Australia
2023-11-27,932,799,150.37,Africa
2023-04-21,206,164,56.19,Australia
2023-07-24,396,316,85.42,Africa
2023-05-24,672,435,193.85,Europe
2023-02-01,412,410,45.42,Africa
2023-03-17,732,168,7.13,South America
2023-02-23,916,461,176.71,Asia
2023-06-15,42,31,185.29,Africa
2023-12-11,741,210,83.03,Africa
2023-10-20,37,12,15.88,Europe
2023-12-03,369,290,74.01,South America
2023-06-26,124,111,66.98,Australia
2023-04-25,160,117,127.09,Europe
2023-03-10,525,50,180.34,Africa
2023-06-01,50,4,134.81,North America
2023-11-10,864,364,63.02,North America
2023-09-22,403,279,162.45,Asia
2023-09-05,772,248,152.64,Europe
2023-05-18,140,135,142.19,Europe
2023-12-29,746,81,79.77,North America
2023-11-03,169,13,37.61,Asia
2023-01-08,266,4,56.86,Europe
2023-03-04,324,123,150.89,Africa
2023-05-02,664,271,172.97,Australia
2023-01-07,785,521,159.59,Asia
2023-05-14,431,260,81.81,Australia
2023-05-06,131,54,96.08,Asia
2023-06-01,466,225,12.21,South America
2023-08-17,817,162,50.95,Europe
2023-07-11,652,248,52.12,North America
2023-01-18,557,217,122.34,North America
2023-12-12,828,280,94.7,Asia
2023-11-26,347,38,146.81,Asia
2023-03-18,817,5,149.28,Africa
2023-09-26,973,71,132.65,North America
2023-10-03,487,424,71.7,Africa
2023-04-21,230,128,138.73,Asia
2023-09-29,817,242,45.26,South America
2023-12-03,163,48,160.66,Asia
2023-08-14,381,281,114.17,Australia
2023-11-13,465,460,186.44,South America
2023-11-09,986,632,89.82,South America
2023-06-01,46,36,66.95,South America
2023-04-21,383,8,45.06,Europe
2023-05-26,284,65,78.03,Asia
2023-02-06,513,457,99.86,Europe
2023-12-15,876,289,65.05,South America
2023-09-03,914,278,15.42,Australia
2023-07-17,55,36,145.46,Asia
2023-06-22,606,456,88.04,Europe
2023-09-29,470,146,162.73,North America
2023-01-25,207,0,0.0,Australia
2023-06-14,890,259,124.47,Australia
2023-03-28,452,114,15.08,Australia
2023-09-11,146,131,198.21,North America
2023-04-01,947,867,155.55,Africa
2023-05-21,61,31,85.3,North America
2023-11-13,733,526,47.94,Africa
2023-11-16,49,26,148.97,Australia
2023-06-29,474,83,58.17,Africa
2023-12-15,279,55,82.68,Asia
2023-08-17,182,79,41.58,South America
2023-01-10,696,302,67.2,North America
2023-07-13,854,498,86.89,Africa
2023-08-17,83,41,141.36,Europe
2023-12-19,907,869,50.0,Africa
2023-05-22,366,115,57.88,Africa
2023-02-06,424,357,26.63,Australia
2023-04-21,428,140,51.79,Europe
2023-03-29,898,395,147.44,Asia
2023-12-09,270,170,189.8,North America
2023-10-03,650,440,143.38,South America
2023-05-12,981,58,29.68,North America
2023-11-30,512,145,55.5,Asia
2023-06-20,426,37,168.01,South America
2023-08-10,316,237,5.85,North America
2023-02-01,494,185,163.41,South America
2023-12-15,605,384,139.44,Africa
2023-06-03,347,241,65.97,North America
2023-02-10,39,20,192.72,Africa
2023-06-25,985,862,20.98,North America
2023-09-04,692,495,7.61,Africa
2023-09-16,759,45,134.68,Asia
2023-06-30,304,224,31.26,Africa
2023-05-28,411,109,129.95,Africa
2023-07-11,442,317,172.27,South America
2023-08-29,999,875,79.34,North America
2023-10-01,950,672,94.53,Africa
2023-07-29,918,876,41.42,South America
2023-06-02,24,5,69.13,Africa
2023-08-05,621,243,39.65,Africa
2023-02-08,328,106,84.27,Asia
2023-12-31,814,219,149.6,North America
2023-03-07,338,105,48.44,Europe
2023-11-21,712,590,140.49,Africa
2023-11-15,143,129,156.05,Africa
2023-03-19,197,176,197.34,North America
2023-01-23,583,400,48.35,Africa
2023-01-31,742,183,13.99,North America
2023-07-23,132,63,81.07,Europe
2023-01-27,215,9,109.39,North America
2023-09-13,960,521,195.81,Australia
2023-12-09,1000,900,132.33,South America
2023-11-05,500,184,15.26,Europe
2023-04-02,215,178,168.57,South America
2023-09-12,157,99,74.81,North America
2023-01-29,933,475,72.04,South America
2023-05-23,492,306,73.55,South America
2023-02-16,741,638,148.51,Europe
2023-09-07,493,284,156.48,Europe
2023-09-06,885,424,89.54,Asia
2023-05-12,17,3,5.46,Africa
2023-04-03,697,34,97.64,South America
2023-10-31,364,178,69.0,Africa
2023-05-25,431,30,190.62,Asia
2023-01-18,575,517,178.3,Australia
2023-10-21,488,311,156.4,Europe
2023-09-04,562,509,28.94,North America
2023-08-07,837,391,96.8,Australia
2023-11-07,569,380,125.23,Europe
2023-01-04,395,300,61.96,Africa
2023-08-19,935,156,44.0,Africa
2023-11-29,63,19,18.65,South America
2023-08-01,127,83,94.01,Asia
2023-02-02,488,343,33.64,Australia
2023-08-12,534,342,23.46,Europe
2023-07-28,848,388,57.04,South America
2023-03-14,350,246,115.57,Europe
2023-09-14,419,191,5.11,Asia
2023-01-13,718,283,66.07,Australia
2023-04-18,529,59,161.12,Australia
2023-12-23,691,307,152.55,Asia
2023-03-25,618,432,46.64,Australia
2023-06-19,121,92,57.57,North America
2023-07-24,594,383,38.25,North America
2023-07-28,932,341,15.63,North America
2023-11-13,542,451,183.35,Australia
2023-11-30,942,187,36.36,Asia
2023-12-16,205,149,30.2,Europe
2023-02-09,623,101,175.16,Europe
2023-04-26,777,748,137.28,Australia
2023-12-03,358,160,27.84,South America
2023-11-30,877,171,98.0,Europe
2023-05-13,881,362,157.76,Africa
2023-06-27,170,102,106.98,Asia
2023-05-01,518,318,96.44,North America
2023-05-09,761,256,118.67,North America
2023-07-30,957,815,98.9,Asia
2023-04-17,135,80,185.5,North America
