date,visits,donations,average_donation_value,region,total_donation_value,quarter,month,day_of_week
2023-03-14,350,246,115.57,Europe,28430.219999999998,2023Q1,3,Tuesday
2023-09-14,419,191,5.11,Asia,976.0100000000001,2023Q3,9,Thursday
2023-01-13,718,283,66.07,Australia,18697.809999999998,2023Q1,1,Friday
2023-04-18,529,59,161.12,Australia,9506.08,2023Q2,4,Tuesday
2023-12-23,691,307,152.55,Asia,46832.850000000006,2023Q4,12,Saturday
2023-03-25,618,432,46.64,Australia,20148.48,2023Q1,3,Saturday
2023-06-19,121,92,57.57,North America,5296.44,2023Q2,6,Monday
2023-07-24,594,383,38.25,North America,14649.75,2023Q3,7,Monday
2023-07-28,932,341,15.63,North America,5329.83,2023Q3,7,Friday
2023-11-13,542,451,183.35,Australia,82690.84999999999,2023Q4,11,Monday
2023-11-30,942,187,36.36,Asia,6799.32,2023Q4,11,Thursday
2023-12-16,205,149,30.2,Europe,4499.8,2023Q4,12,Saturday
2023-02-09,623,101,175.16,Europe,17691.16,2023Q1,2,Thursday
2023-04-26,777,748,137.28,Australia,102685.44,2023Q2,4,Wednesday
2023-12-03,358,160,27.84,South America,4454.4,2023Q4,12,Sunday
2023-11-30,877,171,98.0,Europe,16758.0,2023Q4,11,Thursday
2023-05-13,881,362,157.76,Africa,57109.119999999995,2023Q2,5,Saturday
2023-06-27,170,102,106.98,Asia,10911.960000000001,2023Q2,6,Tuesday
2023-05-01,518,318,96.44,North America,30667.92,2023Q2,5,Monday
2023-05-09,761,256,118.67,North America,30379.52,2023Q2,5,Tuesday
2023-07-30,957,815,98.9,Asia,80603.5,2023Q3,7,Sunday
2023-04-17,135,80,185.5,North America,14840.0,2023Q2,4,Monday
2023-07-23,405,105,139.37,Asia,14633.85,2023Q3,7,Sunday
2023-02-27,971,147,82.49,Asia,12126.029999999999,2023Q1,2,Monday
2023-04-09,552,437,73.39,Australia,32071.43,2023Q2,4,Sunday
2023-03-01,794,532,37.36,Asia,19875.52,2023Q1,3,Wednesday
2023-04-07,706,171,160.95,Asia,27522.449999999997,2023Q2,4,Friday
2023-03-10,144,14,73.83,Australia,1033.62,2023Q1,3,Friday
2023-08-31,768,386,32.0,Africa,12352.0,2023Q3,8,Thursday
2023-02-14,710,136,51.72,North America,7033.92,2023Q1,2,Tuesday
2023-11-17,559,57,54.27,South America,3093.3900000000003,2023Q4,11,Friday
2023-04-19,631,402,85.82,Asia,34499.64,2023Q2,4,Wednesday
2023-09-04,985,970,59.24,Africa,57462.8,2023Q3,9,Monday
2023-03-19,145,14,157.33,North America,2202.6200000000003,2023Q1,3,Sunday
2023-05-28,514,304,35.67,Asia,10843.68,2023Q2,5,Sunday
2023-07-14,183,103,70.3,Africa,7240.9,2023Q3,7,Friday
2023-10-13,878,755,166.04,Africa,125360.2,2023Q4,10,Friday
2023-01-04,860,471,8.71,Europe,4102.410000000001,2023Q1,1,Wednesday
2023-04-21,738,62,153.64,Europe,9525.679999999998,2023Q2,4,Friday
2023-07-10,661,625,10.94,North America,6837.5,2023Q3,7,Monday
2023-04-15,819,119,6.76,Asia,804.4399999999999,2023Q2,4,Saturday
2023-02-26,879,754,154.89,Australia,116787.05999999998,2023Q1,2,Sunday
2023-12-03,244,63,73.68,Australia,4641.84,2023Q4,12,Sunday
2023-11-27,34,10,117.17,North America,1171.7,2023Q4,11,Monday
2023-07-13,993,509,91.76,Europe,46705.840000000004,2023Q3,7,Thursday
2023-01-18,35,35,20.16,South America,705.6,2023Q1,1,Wednesday
2023-02-22,714,593,199.41,Europe,118250.13,2023Q1,2,Wednesday
2023-03-19,970,124,69.66,Australia,8637.84,2023Q1,3,Sunday
2023-06-13,61,7,173.57,Australia,1214.99,2023Q2,6,Tuesday
2023-10-10,67,25,72.37,South America,1809.25,2023Q4,10,Tuesday
2023-02-15,939,596,198.39,North America,118240.43999999999,2023Q1,2,Wednesday
2023-06-14,396,103,118.72,Australia,12228.16,2023Q2,6,Wednesday
2023-10-16,691,511,33.91,Africa,17328.01,2023Q4,10,Monday
2023-08-24,185,103,188.8,Asia,19446.4,2023Q3,8,Thursday
2023-02-19,662,276,18.93,Australia,5224.68,2023Q1,2,Sunday
2023-10-04,136,127,139.84,Australia,17759.68,2023Q4,10,Wednesday
2023-10-31,505,486,186.96,South America,90862.56,2023Q4,10,Tuesday
2023-02-07,205,86,89.53,Africa,7699.58,2023Q1,2,Tuesday
2023-12-02,679,439,166.28,Africa,72996.92,2023Q4,12,Saturday
2023-01-29,231,182,166.58,South America,30317.56,2023Q1,1,Sunday
2023-05-01,119,52,7.75,Africa,403.0,2023Q2,5,Monday
2023-12-07,921,468,163.21,South America,76382.28,2023Q4,12,Thursday
2023-07-06,863,305,32.65,Africa,9958.25,2023Q3,7,Thursday
2023-07-09,449,411,183.3,Asia,75336.3,2023Q3,7,Sunday
2023-05-12,674,307,110.69,Europe,33981.83,2023Q2,5,Friday
2023-06-10,852,703,58.67,North America,41245.01,2023Q2,6,Saturday
2023-07-14,641,184,52.63,North America,9683.92,2023Q3,7,Friday
2023-08-19,56,16,136.45,South America,2183.2,2023Q3,8,Saturday
2023-05-29,527,382,71.14,Africa,27175.48,2023Q2,5,Monday
2023-03-13,155,57,74.03,Asia,4219.71,2023Q1,3,Monday
2023-05-12,942,556,130.13,South America,72352.28,2023Q2,5,Friday
2023-04-08,69,49,191.14,North America,9365.859999999999,2023Q2,4,Saturday
2023-05-18,866,565,66.13,Europe,37363.45,2023Q2,5,Thursday
2023-02-02,628,348,126.38,Asia,43980.24,2023Q1,2,Thursday
2023-01-18,866,339,129.06,South America,43751.340000000004,2023Q1,1,Wednesday
2023-05-21,941,164,145.01,Europe,23781.64,2023Q2,5,Sunday
2023-07-10,461,241,183.7,Europe,44271.7,2023Q3,7,Monday
2023-06-06,396,194,148.03,Africa,28717.82,2023Q2,6,Tuesday
2023-01-23,894,669,107.28,Asia,71770.32,2023Q1,1,Monday
2023-07-17,295,213,89.71,Europe,19108.23,2023Q3,7,Monday
2023-06-30,669,235,101.44,Australia,23838.399999999998,2023Q2,6,Friday
2023-06-04,312,175,173.94,Africa,30439.5,2023Q2,6,Sunday
2023-08-20,995,48,107.46,Australia,5158.08,2023Q3,8,Sunday
2023-02-19,748,687,10.75,Asia,7385.25,2023Q1,2,Sunday
2023-11-24,121,100,11.82,North America,1182.0,2023Q4,11,Friday
2023-01-02,994,271,135.37,South America,36685.270000000004,2023Q1,1,Monday
2023-03-02,727,51,12.74,South America,649.74,2023Q1,3,Thursday
2023-03-27,422,94,151.66,Asia,14256.039999999999,2023Q1,3,Monday
2023-05-11,23,7,148.83,North America,1041.8100000000002,2023Q2,5,Thursday
2023-05-12,169,132,86.22,North America,11381.039999999999,2023Q2,5,Friday
2023-04-29,317,153,79.81,South America,12210.93,2023Q2,4,Saturday
2023-01-21,394,15,25.83,Australia,387.45,2023Q1,1,Saturday
2023-12-24,665,110,67.28,Europe,7400.8,2023Q4,12,Sunday
2023-05-08,795,202,21.87,North America,4417.74,2023Q2,5,Monday
2023-11-22,364,266,118.25,North America,31454.5,2023Q4,11,Wednesday
2023-02-05,174,148,163.42,Africa,24186.16,2023Q1,2,Sunday
2023-08-24,878,573,21.18,Europe,12136.14,2023Q3,8,Thursday
2023-10-03,622,94,112.62,South America,10586.28,2023Q4,10,Tuesday
2023-01-04,176,59,103.54,Africa,6108.860000000001,2023Q1,1,Wednesday
2023-11-23,341,182,119.3,South America,21712.6,2023Q4,11,Thursday
2023-06-06,667,192,112.85,Europe,21667.199999999997,2023Q2,6,Tuesday
2023-05-26,830,452,158.63,Australia,71700.76,2023Q2,5,Friday
2023-05-09,236,14,15.37,Africa,215.17999999999998,2023Q2,5,Tuesday
2023-11-18,872,672,74.14,Asia,49822.08,2023Q4,11,Saturday
2023-11-14,316,16,110.36,Europe,1765.76,2023Q4,11,Tuesday
2023-02-13,325,238,173.15,South America,41209.700000000004,2023Q1,2,Monday
2023-04-04,912,574,161.76,Asia,92850.23999999999,2023Q2,4,Tuesday
2023-02-19,697,360,154.29,South America,55544.399999999994,2023Q1,2,Sunday
2023-07-12,307,129,127.6,Australia,16460.399999999998,2023Q3,7,Wednesday
2023-09-17,277,92,107.24,Australia,9866.08,2023Q3,9,Sunday
2023-12-10,210,94,37.26,South America,3502.4399999999996,2023Q4,12,Sunday
2023-07-12,217,52,166.6,Africa,8663.199999999999,2023Q3,7,Wednesday
2023-01-11,644,602,51.87,South America,31225.739999999998,2023Q1,1,Wednesday
2023-02-26,650,440,121.28,Asia,53363.2,2023Q1,2,Sunday
2023-09-15,286,221,171.98,Europe,38007.579999999994,2023Q3,9,Friday
2023-04-29,218,112,10.38,Asia,1162.5600000000002,2023Q2,4,Saturday
2023-12-25,801,747,84.15,Asia,62860.05,2023Q4,12,Monday
2023-10-16,698,108,23.47,Europe,2534.7599999999998,2023Q4,10,Monday
2023-08-22,390,117,151.88,Europe,17769.96,2023Q3,8,Tuesday
2023-03-10,453,373,178.25,North America,66487.25,2023Q1,3,Friday
2023-11-23,578,477,106.01,North America,50566.770000000004,2023Q4,11,Thursday
2023-03-17,899,695,54.85,Africa,38120.75,2023Q1,3,Friday
2023-07-23,483,98,161.45,North America,15822.099999999999,2023Q3,7,Sunday
2023-08-09,50,29,163.23,South America,4733.67,2023Q3,8,Wednesday
2023-11-04,836,608,11.56,North America,7028.4800000000005,2023Q4,11,Saturday
2023-10-07,461,19,187.49,Africa,3562.3100000000004,2023Q4,10,Saturday
2023-01-04,180,47,156.77,Australia,7368.1900000000005,2023Q1,1,Wednesday
2023-05-07,215,161,195.37,Europe,31454.57,2023Q2,5,Sunday
2023-05-02,837,60,141.26,Africa,8475.599999999999,2023Q2,5,Tuesday
2023-10-25,685,429,27.93,Asia,11981.97,2023Q4,10,Wednesday
2023-03-08,299,223,78.13,Asia,17422.989999999998,2023Q1,3,Wednesday
2023-10-31,26,7,117.79,Africa,824.5300000000001,2023Q4,10,Tuesday
2023-11-09,145,115,69.38,North America,7978.7,2023Q4,11,Thursday
2023-02-12,824,699,122.25,Europe,85452.75,2023Q1,2,Sunday
2023-04-21,68,22,160.29,Africa,3526.3799999999997,2023Q2,4,Friday
2023-07-12,134,35,49.19,South America,1721.6499999999999,2023Q3,7,Wednesday
2023-10-10,238,237,152.5,Asia,36142.5,2023Q4,10,Tuesday
2023-06-22,558,42,45.93,Africa,1929.06,2023Q2,6,Thursday
2023-05-29,521,433,90.1,North America,39013.299999999996,2023Q2,5,Monday
2023-09-30,404,396,110.46,Asia,43742.159999999996,2023Q3,9,Saturday
2023-08-01,911,314,192.69,Australia,60504.659999999996,2023Q3,8,Tuesday
2023-09-06,729,15,138.03,South America,2070.45,2023Q3,9,Wednesday
2023-09-20,795,44,199.43,Europe,8774.92,2023Q3,9,Wednesday
2023-11-26,102,77,167.0,South America,12859.0,2023Q4,11,Sunday
2023-05-23,435,413,66.91,Africa,27633.829999999998,2023Q2,5,Tuesday
2023-01-16,652,537,185.89,North America,99822.93,2023Q1,1,Monday
2023-12-15,477,41,63.51,North America,2603.91,2023Q4,12,Friday
2023-06-03,734,311,69.23,Europe,21530.530000000002,2023Q2,6,Saturday
2023-07-06,868,854,37.11,Asia,31691.94,2023Q3,7,Thursday
2023-05-03,925,16,56.66,Europe,906.56,2023Q2,5,Wednesday
2023-06-01,862,307,33.18,Africa,10186.26,2023Q2,6,Thursday
2023-12-24,366,42,42.11,Europe,1768.62,2023Q4,12,Sunday
2023-05-03,131,33,38.23,Europe,1261.59,2023Q2,5,Wednesday
2023-08-15,459,10,187.36,North America,1873.6000000000001,2023Q3,8,Tuesday
2023-03-29,794,754,59.46,Asia,44832.840000000004,2023Q1,3,Wednesday
2023-07-20,758,129,42.25,North America,5450.25,2023Q3,7,Thursday
2023-01-16,705,276,56.34,Europe,15549.84,2023Q1,1,Monday
2023-03-03,38,5,49.31,North America,246.55,2023Q1,3,Friday
2023-10-17,560,417,23.15,South America,9653.55,2023Q4,10,Tuesday
2023-08-08,710,44,103.6,North America,4558.4,2023Q3,8,Tuesday
2023-07-30,528,323,22.76,Europe,7351.4800000000005,2023Q3,7,Sunday
2023-03-26,370,239,184.31,South America,44050.090000000004,2023Q1,3,Sunday
2023-06-01,474,466,22.09,Africa,10293.94,2023Q2,6,Thursday
2023-02-28,754,301,51.24,South America,15423.24,2023Q1,2,Tuesday
2023-01-06,361,148,144.72,North America,21418.56,2023Q1,1,Friday
2023-03-27,652,132,189.19,North America,24973.079999999998,2023Q1,3,Monday
2023-10-07,52,51,194.56,South America,9922.56,2023Q4,10,Saturday
2023-08-14,849,406,66.57,Asia,27027.42,2023Q3,8,Monday
2023-03-08,687,290,129.6,Asia,37584.0,2023Q1,3,Wednesday
2023-10-11,333,266,62.26,North America,16561.16,2023Q4,10,Wednesday
2023-07-09,744,446,60.08,Europe,26795.68,2023Q3,7,Sunday
2023-05-01,261,192,21.38,North America,4104.96,2023Q2,5,Monday
2023-10-19,308,176,42.89,South America,7548.64,2023Q4,10,Thursday
2023-04-12,609,569,46.74,Australia,26595.06,2023Q2,4,Wednesday
2023-07-20,426,277,43.4,South America,12021.8,2023Q3,7,Thursday
2023-09-07,723,563,26.33,Asia,14823.789999999999,2023Q3,9,Thursday
2023-10-03,609,542,72.94,Australia,39533.479999999996,2023Q4,10,Tuesday
2023-10-24,863,632,118.15,Africa,74670.8,2023Q4,10,Tuesday
2023-10-18,209,202,158.9,Australia,32097.800000000003,2023Q4,10,Wednesday
2023-10-06,533,450,63.27,Europe,28471.5,2023Q4,10,Friday
2023-10-01,441,310,64.03,Australia,19849.3,2023Q4,10,Sunday
2023-02-14,563,134,105.08,North America,14080.72,2023Q1,2,Tuesday
2023-02-15,713,8,48.86,Africa,390.88,2023Q1,2,Wednesday
2023-05-27,608,466,163.07,Africa,75990.62,2023Q2,5,Saturday
2023-04-18,409,165,100.47,Australia,16577.55,2023Q2,4,Tuesday
2023-08-29,674,347,144.89,North America,50276.829999999994,2023Q3,8,Tuesday
2023-03-10,200,83,17.65,Europe,1464.9499999999998,2023Q1,3,Friday
2023-03-05,124,88,104.82,Africa,9224.16,2023Q1,3,Sunday
2023-02-04,790,36,115.23,Africa,4148.28,2023Q1,2,Saturday
2023-11-01,193,51,87.52,Asia,4463.5199999999995,2023Q4,11,Wednesday
2023-03-21,446,278,131.35,Europe,36515.299999999996,2023Q1,3,Tuesday
2023-06-22,712,379,178.98,South America,67833.42,2023Q2,6,Thursday
2023-01-26,511,406,5.88,Australia,2387.2799999999997,2023Q1,1,Thursday
2023-02-15,507,351,127.77,Australia,44847.27,2023Q1,2,Wednesday
2023-08-23,700,21,170.88,Africa,3588.48,2023Q3,8,Wednesday
2023-02-24,101,61,124.7,North America,7606.7,2023Q1,2,Friday
2023-03-10,219,134,47.83,Asia,6409.219999999999,2023Q1,3,Friday
2023-01-04,780,426,120.96,Europe,51528.96,2023Q1,1,Wednesday
2023-06-07,105,84,137.22,North America,11526.48,2023Q2,6,Wednesday
2023-05-31,714,185,11.49,Europe,2125.65,2023Q2,5,Wednesday
2023-01-20,280,70,44.57,North America,3119.9,2023Q1,1,Friday
2023-09-23,436,52,113.88,Asia,5921.76,2023Q3,9,Saturday
2023-08-05,817,97,6.25,Asia,606.25,2023Q3,8,Saturday
2023-01-16,34,18,72.69,North America,1308.42,2023Q1,1,Monday
2023-09-08,949,232,28.55,Asia,6623.6,2023Q3,9,Friday
2023-09-04,49,27,148.99,Europe,4022.7300000000005,2023Q3,9,Monday
2023-12-01,893,742,156.34,South America,116004.28,2023Q4,12,Friday
2023-05-31,14,11,181.55,Asia,1997.0500000000002,2023Q2,5,Wednesday
2023-09-13,426,15,5.39,Asia,80.85,2023Q3,9,Wednesday
2023-10-16,284,0,0.0,Europe,0.0,2023Q4,10,Monday
2023-08-18,976,113,34.86,Europe,3939.18,2023Q3,8,Friday
2023-10-17,404,125,127.78,Australia,15972.5,2023Q4,10,Tuesday
2023-07-16,573,234,146.1,South America,34187.4,2023Q3,7,Sunday
2023-12-19,286,186,184.69,Europe,34352.34,2023Q4,12,Tuesday
2023-02-28,810,466,199.06,Europe,92761.96,2023Q1,2,Tuesday
2023-02-06,295,281,102.97,Europe,28934.57,2023Q1,2,Monday
2023-09-09,295,170,182.18,Australia,30970.600000000002,2023Q3,9,Saturday
2023-07-19,281,73,186.67,South America,13626.91,2023Q3,7,Wednesday
2023-07-24,139,101,10.28,North America,1038.28,2023Q3,7,Monday
2023-10-15,130,111,86.04,North America,9550.44,2023Q4,10,Sunday
2023-11-13,916,177,84.9,South America,15027.300000000001,2023Q4,11,Monday
2023-04-07,373,222,12.57,South America,2790.54,2023Q2,4,Friday
2023-03-27,786,371,9.99,North America,3706.29,2023Q1,3,Monday
2023-11-07,909,0,0.0,Europe,0.0,2023Q4,11,Tuesday
2023-10-11,131,34,70.28,Asia,2389.52,2023Q4,10,Wednesday
2023-03-17,804,494,199.11,Australia,98360.34000000001,2023Q1,3,Friday
2023-01-05,147,50,162.07,Australia,8103.5,2023Q1,1,Thursday
2023-12-23,208,157,174.39,Asia,27379.23,2023Q4,12,Saturday
2023-10-27,206,101,67.8,Asia,6847.799999999999,2023Q4,10,Friday
2023-10-08,383,327,80.08,Asia,26186.16,2023Q4,10,Sunday
2023-05-21,542,263,89.59,Australia,23562.170000000002,2023Q2,5,Sunday
2023-02-26,468,89,51.88,Africa,4617.320000000001,2023Q1,2,Sunday
2023-08-19,439,160,151.79,Asia,24286.399999999998,2023Q3,8,Saturday
2023-12-04,834,189,38.82,Asia,7336.9800000000005,2023Q4,12,Monday
2023-10-28,515,375,182.39,North America,68396.25,2023Q4,10,Saturday
2023-03-05,448,139,164.81,Europe,22908.59,2023Q1,3,Sunday
2023-08-28,234,92,37.85,Africa,3482.2000000000003,2023Q3,8,Monday
2023-05-04,650,406,134.66,Africa,54671.96,2023Q2,5,Thursday
2023-11-05,969,735,48.11,Australia,35360.85,2023Q4,11,Sunday
2023-12-06,396,55,100.19,Asia,5510.45,2023Q4,12,Wednesday
2023-03-20,111,88,95.55,South America,8408.4,2023Q1,3,Monday
2023-08-31,549,417,31.35,Australia,13072.95,2023Q3,8,Thursday
2023-11-01,744,26,149.8,Africa,3894.8,2023Q4,11,Wednesday
2023-11-20,697,12,143.89,South America,1726.6799999999998,2023Q4,11,Monday
2023-10-01,688,136,43.96,Australia,5978.56,2023Q4,10,Sunday
2023-11-21,631,381,101.84,Africa,38801.04,2023Q4,11,Tuesday
2023-06-09,989,787,114.13,Asia,89820.31,2023Q2,6,Friday
2023-07-27,178,3,24.65,South America,73.94999999999999,2023Q3,7,Thursday
2023-08-04,327,206,191.64,Asia,39477.84,2023Q3,8,Friday
2023-04-22,836,14,36.33,Australia,508.62,2023Q2,4,Saturday
2023-08-18,540,165,111.42,Europe,18384.3,2023Q3,8,Friday
2023-03-28,411,196,86.64,South America,16981.44,2023Q1,3,Tuesday
2023-10-09,962,307,151.71,Australia,46574.97,2023Q4,10,Monday
2023-12-09,864,663,46.73,North America,30981.989999999998,2023Q4,12,Saturday
2023-06-30,216,108,197.39,Africa,21318.12,2023Q2,6,Friday
2023-05-08,955,383,37.0,South America,14171.0,2023Q2,5,Monday
2023-10-29,596,575,157.05,South America,90303.75,2023Q4,10,Sunday
2023-12-06,458,409,140.26,Europe,57366.34,2023Q4,12,Wednesday
2023-06-09,523,181,176.96,Australia,32029.760000000002,2023Q2,6,Friday
2023-09-13,96,15,28.25,North America,423.75,2023Q3,9,Wednesday
2023-05-01,721,322,11.85,Europe,3815.7,2023Q2,5,Monday
2023-04-20,416,353,114.81,Asia,40527.93,2023Q2,4,Thursday
2023-01-29,760,677,180.22,Europe,122008.94,2023Q1,1,Sunday
2023-10-22,804,528,135.4,South America,71491.2,2023Q4,10,Sunday
2023-10-10,312,115,110.22,North America,12675.3,2023Q4,10,Tuesday
2023-07-12,429,364,14.79,Australia,5383.5599999999995,2023Q3,7,Wednesday
2023-05-31,462,330,175.48,Australia,57908.399999999994,2023Q2,5,Wednesday
2023-08-08,99,72,192.95,South America,13892.4,2023Q3,8,Tuesday
2023-01-26,288,100,16.69,North America,1669.0000000000002,2023Q1,1,Thursday
2023-05-30,114,88,7.25,South America,638.0,2023Q2,5,Tuesday
2023-03-23,596,258,35.32,South America,9112.56,2023Q1,3,Thursday
2023-09-27,520,78,182.95,Australia,14270.099999999999,2023Q3,9,Wednesday
2023-06-18,368,267,179.76,Africa,47995.92,2023Q2,6,Sunday
2023-11-18,607,487,75.33,Africa,36685.71,2023Q4,11,Saturday
2023-10-06,942,713,21.33,Africa,15208.289999999999,2023Q4,10,Friday
2023-12-18,665,484,53.52,Europe,25903.68,2023Q4,12,Monday
2023-10-17,518,392,50.92,Europe,19960.64,2023Q4,10,Tuesday
2023-09-05,973,108,86.69,Europe,9362.52,2023Q3,9,Tuesday
2023-05-03,676,539,103.31,Africa,55684.090000000004,2023Q2,5,Wednesday
2023-06-13,663,488,138.47,Asia,67573.36,2023Q2,6,Tuesday
2023-11-12,433,187,118.99,Europe,22251.129999999997,2023Q4,11,Sunday
2023-02-12,541,464,15.3,Europe,7099.200000000001,2023Q1,2,Sunday
2023-11-10,415,202,68.49,South America,13834.98,2023Q4,11,Friday
2023-03-24,729,312,155.14,Africa,48403.67999999999,2023Q1,3,Friday
2023-12-22,459,401,5.67,Europe,2273.67,2023Q4,12,Friday
2023-03-11,62,51,41.06,Asia,2094.06,2023Q1,3,Saturday
2023-01-27,289,84,41.04,Africa,3447.36,2023Q1,1,Friday
2023-07-30,939,627,124.69,North America,78180.63,2023Q3,7,Sunday
2023-03-27,89,56,175.23,North America,9812.88,2023Q1,3,Monday
2023-02-12,400,333,189.32,Europe,63043.56,2023Q1,2,Sunday
2023-08-24,730,684,162.61,Europe,111225.24,2023Q3,8,Thursday
2023-09-07,881,828,54.04,Europe,44745.12,2023Q3,9,Thursday
2023-03-24,895,301,100.23,Africa,30169.23,2023Q1,3,Friday
2023-10-14,230,213,45.91,Africa,9778.83,2023Q4,10,Saturday
2023-06-21,559,373,167.35,South America,62421.549999999996,2023Q2,6,Wednesday
2023-10-29,29,14,37.8,North America,529.1999999999999,2023Q4,10,Sunday
2023-07-09,745,341,116.42,Europe,39699.22,2023Q3,7,Sunday
2023-01-21,158,133,162.18,North America,21569.940000000002,2023Q1,1,Saturday
2023-05-11,94,51,27.3,Europe,1392.3,2023Q2,5,Thursday
2023-10-30,528,31,18.71,Australia,580.01,2023Q4,10,Monday
2023-08-11,588,77,145.59,Africa,11210.43,2023Q3,8,Friday
2023-09-10,362,147,90.68,Asia,13329.960000000001,2023Q3,9,Sunday
2023-07-24,485,115,49.15,North America,5652.25,2023Q3,7,Monday
2023-10-29,337,17,60.84,South America,1034.28,2023Q4,10,Sunday
2023-11-30,859,350,62.57,Africa,21899.5,2023Q4,11,Thursday
2023-02-27,213,61,71.17,Asia,4341.37,2023Q1,2,Monday
2023-07-26,369,19,159.19,Australia,3024.61,2023Q3,7,Wednesday
2023-09-22,148,33,10.85,Australia,358.05,2023Q3,9,Friday
2023-06-01,595,592,155.64,Europe,92138.87999999999,2023Q2,6,Thursday
2023-05-13,26,24,55.88,Europe,1341.1200000000001,2023Q2,5,Saturday
2023-04-30,794,286,38.97,North America,11145.42,2023Q2,4,Sunday
2023-12-31,980,131,25.94,North America,3398.1400000000003,2023Q4,12,Sunday
2023-03-26,823,212,198.17,South America,42012.04,2023Q1,3,Sunday
2023-03-19,222,164,93.04,Europe,15258.560000000001,2023Q1,3,Sunday
2023-12-03,311,150,6.45,Asia,967.5,2023Q4,12,Sunday
2023-03-12,555,422,56.95,Europe,24032.9,2023Q1,3,Sunday
2023-01-10,464,157,57.03,South America,8953.710000000001,2023Q1,1,Tuesday
2023-07-24,299,28,180.62,South America,5057.360000000001,2023Q3,7,Monday
2023-02-28,327,115,14.97,North America,1721.5500000000002,2023Q1,2,Tuesday
2023-11-19,50,27,152.9,Europe,4128.3,2023Q4,11,Sunday
2023-08-05,773,344,189.05,Australia,65033.200000000004,2023Q3,8,Saturday
2023-08-28,662,388,37.97,North America,14732.359999999999,2023Q3,8,Monday
2023-03-18,277,235,47.66,Africa,11200.099999999999,2023Q1,3,Saturday
2023-05-10,469,290,151.42,Asia,43911.799999999996,2023Q2,5,Wednesday
2023-08-24,472,263,17.06,South America,4486.78,2023Q3,8,Thursday
2023-07-17,482,207,181.2,North America,37508.399999999994,2023Q3,7,Monday
2023-08-08,225,7,144.36,North America,1010.5200000000001,2023Q3,8,Tuesday
2023-05-31,507,446,146.91,Asia,65521.86,2023Q2,5,Wednesday
2023-01-19,642,532,115.64,Australia,61520.48,2023Q1,1,Thursday
2023-06-17,844,700,165.23,South America,115661.0,2023Q2,6,Saturday
2023-12-28,83,50,198.69,Africa,9934.5,2023Q4,12,Thursday
2023-09-11,281,271,75.34,North America,20417.14,2023Q3,9,Monday
2023-09-29,373,128,37.64,North America,4817.92,2023Q3,9,Friday
2023-07-02,839,122,15.18,Australia,1851.96,2023Q3,7,Sunday
2023-08-18,909,232,22.63,Australia,5250.16,2023Q3,8,Friday
2023-06-19,315,94,123.78,North America,11635.32,2023Q2,6,Monday
2023-12-11,944,727,140.88,South America,102419.76,2023Q4,12,Monday
2023-03-31,183,44,45.91,Asia,2020.04,2023Q1,3,Friday
2023-04-15,740,123,91.73,Australia,11282.79,2023Q2,4,Saturday
2023-01-13,782,370,5.5,Africa,2035.0,2023Q1,1,Friday
2023-03-20,692,360,135.34,Africa,48722.4,2023Q1,3,Monday
2023-09-29,98,52,116.66,Asia,6066.32,2023Q3,9,Friday
2023-10-16,265,134,72.75,North America,9748.5,2023Q4,10,Monday
